#------------------------------------------------------------------------------
# テクスチャファイル名
#------------------------------------------------------------------------------
TEXTURE_FILENAME = data/TEXTURE/glass.jpg		

#==============================================================================
# フィールドの設置
#==============================================================================
FIELDSET
	POS = 40000.00 0.00 0.00
	BLOCK = 240 40
	SIZE = 397.00 397.00
	VTXPOS
	72.94 90.15 16.60 18.99 9.17 32.02 50.41 19.16 85.39 70.74 55.40 57.04 26.16 -9.78 28.84 -35.51 -29.72 -4.55 7.17 -36.36 16.71 -22.41 8.09 -1.63 -7.79 -32.24 -46.89 -26.39 -40.23 42.10 6.29 -22.11 38.80 69.72 79.78 39.35 10.46 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 5.10 15.00 32.38 58.86 87.94 124.17 164.29 210.71 250.87 289.93 328.83 368.87 413.61 443.85 464.15 480.89 488.09 488.87 483.41 461.98 434.11 417.94 412.75 410.58 418.75 430.12 452.31 484.16 516.19 536.83 552.54 558.94 560.67 576.77 595.03 612.90 629.42 639.04 655.85 670.01 680.92 696.60 699.18 703.15 713.54 737.46 751.87 763.92 793.13 833.45 887.38 942.68 993.08 1040.53 1083.72 1131.97 1169.98 1173.54 1165.03 1141.93 1122.47 1098.58 1089.73 1092.83 1097.08 1108.38 1137.40 1184.89 1240.60 1276.86 1302.26 1321.70 1338.31 1363.16 1389.57 1424.53 1467.79 1500.32 1524.37 1532.85 1513.62 1487.58 1464.04 1445.19 1432.86 1405.15 1355.58 1317.65 1293.44 1264.28 1257.45 1285.95 1333.49 1414.49 1501.35 1590.17 1687.34 1770.22 1837.42 1892.68 1969.22 2056.22 2157.88 2229.12 2295.47 2314.69 2284.70 2211.53 2125.88 2021.79 1931.66 1879.26 1825.76 1793.98 1787.82 1819.53 1818.97 1793.54 1788.28 1804.45 1804.36 1779.01 1722.13 1668.15 1635.68 1607.27 1644.61 1696.63 1725.45 1709.29 1666.62 1669.73 1690.48 1693.35 1691.09 1701.90 1743.21 1820.35 1885.41 1967.38 1994.97 2014.56 2019.08 1975.61 1929.79 1857.31 1818.26 1779.20 1746.65 1728.51 1742.99 1834.23 1935.60 2013.57 2041.64 2072.50 2225.51 2457.75 2578.58 2559.47 2372.97 2002.81 1504.49 
	196.32 289.48 225.50 237.98 483.74 710.07 678.15 532.56 537.37 400.14 295.53 310.10 339.47 252.13 228.15 182.14 217.31 268.12 266.84 247.94 318.80 314.38 391.62 393.28 445.56 484.87 534.58 572.75 559.41 552.07 439.90 359.32 352.26 276.51 176.55 100.41 31.66 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.52 13.89 30.65 56.65 85.19 120.30 158.47 199.52 240.47 279.41 320.10 363.80 409.54 442.66 465.22 485.82 495.98 498.69 491.07 467.50 437.56 420.12 414.06 413.37 423.46 436.40 458.17 490.74 523.15 545.86 565.47 575.75 586.06 609.19 631.71 655.15 676.33 698.49 724.35 750.41 766.65 791.21 804.71 824.60 851.59 891.01 917.36 935.74 972.32 997.00 1044.86 1100.45 1140.66 1185.28 1252.88 1328.48 1390.54 1415.59 1410.14 1375.38 1334.42 1304.53 1295.98 1292.22 1299.36 1335.61 1384.69 1438.19 1491.75 1532.15 1563.72 1587.03 1634.68 1679.56 1708.08 1756.14 1812.50 1856.02 1897.52 1915.39 1899.16 1884.21 1863.43 1837.10 1833.50 1812.46 1761.01 1699.77 1654.74 1605.72 1588.73 1644.53 1746.63 1853.17 1962.97 2071.88 2177.75 2273.62 2328.96 2375.96 2490.45 2614.54 2722.17 2789.14 2831.69 2848.20 2812.85 2722.42 2625.80 2518.04 2451.05 2416.23 2393.71 2384.83 2381.71 2437.64 2461.39 2474.09 2515.54 2530.95 2499.87 2435.92 2385.94 2348.58 2316.80 2242.22 2218.58 2244.63 2282.08 2284.23 2248.27 2218.99 2231.70 2239.82 2221.84 2229.35 2283.56 2356.16 2406.51 2473.31 2500.09 2526.29 2515.23 2480.10 2443.72 2368.96 2323.10 2263.92 2206.38 2149.97 2144.04 2284.65 2416.56 2502.65 2521.77 2515.51 2750.05 3075.30 3271.01 3326.76 3215.13 2722.05 2060.64 
	288.85 521.61 679.18 843.47 1045.19 1289.52 1272.74 1285.54 1210.77 1122.29 1003.55 978.51 947.41 832.60 802.29 806.76 842.49 874.17 942.63 1064.39 1168.37 1205.25 1358.40 1496.22 1425.81 1355.11 1270.37 1238.81 1237.45 1180.90 1042.40 940.85 777.65 569.26 342.05 176.07 61.72 2.35 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.88 10.57 25.39 49.41 76.41 107.69 141.11 177.36 213.10 247.66 286.65 329.19 372.91 405.79 426.71 443.33 449.02 447.84 444.29 429.11 407.00 388.95 380.97 378.01 382.39 394.80 421.05 453.20 482.85 503.54 522.33 531.97 545.70 573.48 604.05 633.67 659.54 688.27 728.11 771.52 805.01 845.04 875.60 907.89 955.86 1006.21 1030.54 1054.34 1086.06 1118.33 1178.46 1222.09 1250.89 1305.39 1383.50 1458.18 1536.32 1579.18 1578.49 1546.83 1508.83 1485.24 1466.28 1460.65 1474.33 1521.95 1578.36 1641.25 1690.96 1743.96 1768.31 1811.46 1870.87 1928.49 1981.53 2042.27 2110.62 2168.56 2231.69 2267.53 2266.16 2246.55 2231.78 2211.37 2188.13 2168.53 2130.08 2072.28 2013.23 1957.94 1939.47 2020.73 2137.71 2273.74 2405.68 2520.44 2632.86 2732.20 2772.78 2829.39 2939.48 3068.75 3181.25 3264.98 3282.59 3306.16 3309.18 3224.08 3109.21 3024.84 2936.74 2894.05 2898.79 2914.46 2955.13 3051.63 3122.03 3214.08 3302.13 3290.97 3231.57 3138.35 3075.96 3056.24 2997.90 2893.02 2811.42 2809.11 2850.47 2904.44 2879.49 2828.46 2806.08 2809.40 2816.57 2833.97 2869.68 2934.90 2988.48 3036.16 3041.45 3042.36 3011.40 2953.00 2901.14 2817.22 2754.14 2710.06 2688.41 2662.99 2762.76 3027.22 3175.11 3183.98 3123.59 3087.04 3376.03 3741.03 3964.64 4024.13 3934.01 3377.45 2589.51 
	219.86 549.15 937.43 1260.30 1423.93 1535.22 1515.72 1500.07 1485.88 1483.04 1437.10 1380.38 1322.84 1194.52 1210.67 1204.67 1241.82 1273.86 1336.85 1484.63 1579.02 1619.71 1767.09 1819.71 1708.28 1582.99 1490.77 1439.84 1402.66 1354.03 1227.11 1129.46 967.81 747.41 511.33 280.65 86.70 1.66 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -0.27 -2.41 -0.96 0.00 -3.00 -10.32 -9.60 -2.91 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.29 7.32 19.15 38.47 62.78 88.57 117.91 148.27 177.33 205.71 239.89 278.08 317.48 348.08 366.06 379.10 383.02 379.81 376.64 367.49 351.90 334.68 324.86 319.63 321.57 333.63 359.25 391.14 417.19 434.24 451.18 459.05 473.08 504.81 535.45 569.29 600.01 633.10 677.42 729.14 784.98 839.77 885.32 937.04 1000.36 1050.50 1066.91 1109.87 1156.39 1202.33 1262.15 1302.86 1352.08 1427.52 1507.19 1574.43 1646.72 1681.24 1684.01 1659.80 1638.37 1609.16 1584.55 1577.94 1585.48 1634.67 1703.20 1778.89 1841.95 1898.91 1937.05 2001.15 2054.96 2103.36 2165.31 2241.19 2329.23 2395.66 2457.08 2514.35 2532.47 2523.74 2516.89 2490.46 2460.28 2440.66 2414.97 2378.99 2330.12 2282.36 2265.90 2339.29 2447.30 2594.17 2749.80 2882.40 3011.60 3103.47 3156.67 3224.96 3327.46 3444.17 3552.95 3597.62 3592.33 3620.09 3658.36 3609.76 3521.01 3450.14 3362.69 3341.78 3364.88 3430.99 3524.83 3657.59 3762.76 3905.01 4028.73 4030.41 3944.22 3843.67 3798.48 3761.05 3699.14 3544.21 3405.06 3334.12 3367.92 3417.74 3381.85 3301.91 3263.32 3271.34 3290.79 3328.99 3363.76 3421.42 3478.28 3537.32 3549.01 3562.28 3536.64 3465.89 3394.14 3309.51 3268.60 3308.17 3351.79 3427.21 3617.72 3948.22 4102.52 4072.74 3985.75 3855.07 4094.15 4474.96 4653.83 4678.39 4577.37 4008.09 3113.51 
	217.34 623.92 1172.01 1474.19 1657.07 1735.61 1691.01 1665.48 1684.79 1662.44 1654.50 1630.79 1563.63 1456.22 1469.70 1514.79 1554.21 1675.35 1671.28 1706.97 1787.50 1808.80 1920.26 1912.43 1753.00 1624.41 1594.80 1543.89 1493.22 1425.88 1312.70 1233.08 1088.02 875.32 643.49 381.40 120.35 2.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -5.44 -25.29 -44.93 -52.36 -44.94 -44.54 -54.04 -66.44 -58.02 -34.98 -9.17 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.42 11.10 24.89 45.49 66.14 90.80 114.65 136.83 161.17 186.38 215.70 248.94 276.76 294.04 302.20 307.12 304.67 299.75 292.83 281.91 268.54 254.94 249.05 249.62 263.06 287.22 315.16 335.70 351.81 362.51 369.81 382.21 415.36 441.25 476.44 511.21 544.18 585.92 641.99 707.47 772.89 831.77 900.50 970.64 1024.43 1074.07 1131.74 1193.69 1253.37 1311.76 1375.35 1444.92 1528.57 1617.18 1679.12 1726.98 1745.93 1732.58 1721.74 1714.24 1686.29 1664.79 1655.76 1668.17 1710.77 1794.93 1884.55 1955.10 2015.44 2083.92 2154.60 2204.57 2272.23 2337.22 2418.58 2525.07 2616.88 2680.68 2725.70 2756.54 2747.95 2730.65 2704.29 2671.12 2640.19 2616.65 2607.64 2599.06 2555.20 2539.26 2605.09 2696.61 2828.00 2990.36 3131.26 3270.79 3385.40 3461.30 3526.28 3622.83 3718.60 3810.05 3847.87 3834.79 3859.25 3920.10 3909.14 3877.48 3829.36 3759.36 3755.16 3824.48 3940.03 4087.25 4246.88 4378.94 4549.93 4712.04 4745.49 4647.26 4517.88 4462.67 4410.42 4333.58 4130.52 3937.81 3832.18 3833.17 3871.35 3814.55 3741.65 3686.97 3721.96 3751.15 3802.84 3817.00 3879.56 3961.43 4036.41 4066.14 4112.66 4137.92 4068.35 3988.57 3913.16 3904.51 4056.35 4221.22 4397.38 4642.04 4965.81 5107.88 5030.78 4958.88 4789.23 4908.45 5216.36 5317.34 5304.78 5177.68 4619.96 3623.28 
	290.32 729.15 1337.79 1602.99 1792.54 1930.15 1879.86 1860.25 1890.45 1863.43 1808.41 1778.46 1724.96 1625.11 1661.85 1708.75 1768.03 1869.85 1897.85 1879.80 1906.01 1923.33 1971.31 1895.37 1744.51 1704.29 1661.03 1630.00 1576.44 1512.12 1358.85 1257.88 1108.11 932.85 717.81 424.73 140.04 2.74 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -23.06 -56.37 -95.72 -135.87 -164.21 -161.30 -136.73 -87.86 -70.40 -94.33 -108.24 -81.54 -32.41 -1.87 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.55 12.76 26.47 43.91 60.79 79.54 97.48 113.77 129.55 150.46 173.54 196.58 215.39 224.62 228.31 227.02 217.45 211.69 204.43 192.03 179.49 171.53 173.84 188.82 209.13 230.08 245.59 260.40 266.93 273.58 282.98 311.26 336.56 366.52 403.56 433.99 473.38 537.26 605.09 672.31 746.04 826.34 907.74 982.68 1057.59 1131.33 1211.11 1283.50 1350.42 1435.58 1513.17 1594.78 1681.73 1743.14 1770.70 1777.29 1760.02 1747.61 1732.30 1705.32 1693.80 1704.91 1726.11 1766.54 1846.18 1938.95 2011.35 2085.22 2165.97 2240.00 2288.08 2367.05 2450.61 2556.78 2712.26 2826.86 2876.01 2887.49 2908.21 2897.72 2887.31 2861.01 2812.49 2780.88 2744.77 2737.61 2771.96 2774.20 2755.77 2811.54 2894.66 3018.67 3161.20 3300.90 3443.68 3598.67 3676.67 3738.74 3823.17 3893.05 3960.90 4001.82 4008.28 4030.54 4118.30 4138.58 4140.76 4136.38 4102.13 4138.67 4280.53 4461.68 4684.49 4865.20 4994.50 5160.67 5303.39 5348.43 5267.21 5088.06 4967.76 4892.99 4791.93 4583.92 4392.79 4294.49 4285.13 4306.10 4247.00 4173.07 4147.47 4221.75 4279.10 4323.05 4354.76 4406.59 4497.83 4579.50 4613.76 4623.97 4678.04 4626.15 4539.33 4476.59 4539.16 4778.48 5028.28 5312.91 5559.43 5851.13 5962.69 5926.55 5849.52 5708.66 5750.47 5914.00 5927.01 5856.17 5687.86 5162.97 4097.43 
	340.57 814.12 1393.94 1720.07 1896.58 2081.60 2009.09 1970.21 1946.04 1942.94 1902.42 1860.89 1749.74 1706.49 1790.28 1871.18 1875.64 1930.63 1958.45 1923.25 1967.91 1969.23 1984.43 1972.54 1876.41 1830.67 1772.99 1723.21 1672.11 1588.02 1396.07 1323.32 1150.98 993.90 790.39 471.89 160.88 -4.56 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -6.95 -55.67 -133.26 -203.93 -253.99 -286.95 -299.30 -248.67 -163.19 -100.99 -116.48 -142.88 -165.01 -124.95 -58.99 -8.93 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.52 9.98 20.66 33.47 45.34 57.00 67.83 77.14 86.13 98.49 115.82 134.43 146.71 152.15 149.64 142.00 130.18 123.73 115.27 103.97 99.07 106.20 119.00 132.23 141.51 155.90 163.92 170.77 178.41 187.32 198.76 225.02 251.39 284.01 313.57 354.41 420.10 488.07 555.97 640.90 730.93 832.73 930.23 1020.51 1125.88 1228.29 1310.97 1384.21 1467.63 1550.89 1617.02 1702.47 1765.83 1789.27 1790.77 1781.00 1762.61 1723.20 1692.08 1695.00 1724.27 1750.61 1799.69 1870.94 1952.77 2022.57 2104.31 2199.40 2272.34 2328.48 2429.45 2578.73 2726.57 2909.23 3052.09 3075.34 3061.63 3059.20 3018.63 3005.43 2972.82 2926.37 2879.73 2866.77 2883.44 2919.10 2898.11 2904.27 2969.48 3069.59 3188.35 3313.14 3432.58 3553.78 3697.40 3782.16 3834.31 3886.79 3948.46 4026.83 4082.34 4118.48 4153.20 4207.16 4253.90 4315.97 4366.30 4407.74 4497.42 4697.91 4958.78 5224.15 5412.68 5521.39 5644.33 5776.08 5816.17 5748.96 5548.28 5355.62 5247.68 5135.15 4973.20 4813.06 4743.48 4725.29 4738.98 4675.82 4600.15 4609.64 4692.16 4767.11 4810.74 4852.61 4892.58 4990.23 5042.74 5047.59 5057.86 5110.01 5080.50 5033.56 4956.92 5085.05 5382.32 5663.16 5924.71 6103.24 6324.62 6395.96 6506.17 6559.86 6445.16 6418.52 6520.93 6378.65 6275.33 6083.57 5610.65 4497.54 
